"Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)","Obstruction","Start Pass Number","Stop Pass Number","Current Condition","Worst Condition","Total Duration (sec)"
28 Mar 2023 02:19:33.069,28 Mar 2023 02:19:41.465,8.396,"Earth","10528","10528","Penumbra","Umbra",2146.372
28 Mar 2023 03:18:07.835,28 Mar 2023 03:18:16.218,8.383,"Earth","10529","10529","Penumbra","Umbra",2146.376
28 Mar 2023 03:18:16.218,28 Mar 2023 03:53:45.815,2129.597,"Earth","10529","10529","Umbra","Umbra",2146.376
28 Mar 2023 03:53:45.815,28 Mar 2023 03:53:54.211,8.396,"Earth","10529","10529","Penumbra","Umbra",2146.376
28 Mar 2023 04:52:20.582,28 Mar 2023 04:52:28.962,8.380,"Earth","10530","10530","Penumbra","Umbra",2146.374
28 Mar 2023 04:52:28.962,28 Mar 2023 05:27:58.560,2129.599,"Earth","10530","10530","Umbra","Umbra",2146.374
28 Mar 2023 05:27:58.560,28 Mar 2023 05:28:06.956,8.396,"Earth","10530","10530","Penumbra","Umbra",2146.374
28 Mar 2023 06:26:33.323,28 Mar 2023 06:26:41.709,8.386,"Earth","10531","10531","Penumbra","Umbra",2146.380
28 Mar 2023 06:26:41.709,28 Mar 2023 07:02:11.306,2129.597,"Earth","10531","10531","Umbra","Umbra",2146.380
28 Mar 2023 07:02:11.306,28 Mar 2023 07:02:19.702,8.397,"Earth","10531","10531","Penumbra","Umbra",2146.380
28 Mar 2023 08:00:46.067,28 Mar 2023 08:00:54.453,8.386,"Earth","10532","10532","Penumbra","Umbra",2146.380
28 Mar 2023 08:00:54.453,28 Mar 2023 08:36:24.052,2129.599,"Earth","10532","10532","Umbra","Umbra",2146.380
28 Mar 2023 08:36:24.052,28 Mar 2023 08:36:32.446,8.394,"Earth","10532","10532","Penumbra","Umbra",2146.380
28 Mar 2023 09:34:58.811,28 Mar 2023 09:35:07.193,8.382,"Earth","10533","10533","Penumbra","Umbra",2146.381
28 Mar 2023 09:35:07.193,28 Mar 2023 10:10:36.796,2129.603,"Earth","10533","10533","Umbra","Umbra",2146.381
28 Mar 2023 10:10:36.796,28 Mar 2023 10:10:45.192,8.395,"Earth","10533","10533","Penumbra","Umbra",2146.381
28 Mar 2023 11:09:11.556,28 Mar 2023 11:09:19.940,8.384,"Earth","10534","10534","Penumbra","Umbra",2146.381
28 Mar 2023 11:09:19.940,28 Mar 2023 11:44:49.541,2129.601,"Earth","10534","10534","Umbra","Umbra",2146.381
28 Mar 2023 11:44:49.541,28 Mar 2023 11:44:57.937,8.395,"Earth","10534","10534","Penumbra","Umbra",2146.381
28 Mar 2023 12:43:24.302,28 Mar 2023 12:43:32.684,8.382,"Earth","10535","10535","Penumbra","Umbra",2146.381
28 Mar 2023 12:43:32.684,28 Mar 2023 13:19:02.287,2129.602,"Earth","10535","10535","Umbra","Umbra",2146.381
28 Mar 2023 13:19:02.287,28 Mar 2023 13:19:10.683,8.396,"Earth","10535","10535","Penumbra","Umbra",2146.381
28 Mar 2023 14:17:37.044,28 Mar 2023 14:17:45.428,8.384,"Earth","10536","10536","Penumbra","Umbra",2146.384
28 Mar 2023 14:17:45.428,28 Mar 2023 14:53:15.033,2129.605,"Earth","10536","10536","Umbra","Umbra",2146.384
28 Mar 2023 14:53:15.033,28 Mar 2023 14:53:23.428,8.395,"Earth","10536","10536","Penumbra","Umbra",2146.384
28 Mar 2023 15:51:49.790,28 Mar 2023 15:51:58.171,8.381,"Earth","10537","10537","Penumbra","Umbra",2146.384
28 Mar 2023 15:51:58.171,28 Mar 2023 16:27:27.775,2129.604,"Earth","10537","10537","Umbra","Umbra",2146.384
28 Mar 2023 16:27:27.775,28 Mar 2023 16:27:36.174,8.398,"Earth","10537","10537","Penumbra","Umbra",2146.384
28 Mar 2023 17:26:02.534,28 Mar 2023 17:26:10.915,8.381,"Earth","10538","10538","Penumbra","Umbra",2146.384
28 Mar 2023 17:26:10.915,28 Mar 2023 18:01:40.523,2129.608,"Earth","10538","10538","Umbra","Umbra",2146.384
28 Mar 2023 18:01:40.523,28 Mar 2023 18:01:48.918,8.395,"Earth","10538","10538","Penumbra","Umbra",2146.384
28 Mar 2023 19:00:15.274,28 Mar 2023 19:00:23.658,8.384,"Earth","10539","10539","Penumbra","Umbra",2146.388
28 Mar 2023 19:00:23.658,28 Mar 2023 19:35:53.266,2129.608,"Earth","10539","10539","Umbra","Umbra",2146.388
28 Mar 2023 19:35:53.266,28 Mar 2023 19:36:01.662,8.397,"Earth","10539","10539","Penumbra","Umbra",2146.388
28 Mar 2023 20:34:28.021,28 Mar 2023 20:34:36.399,8.378,"Earth","10540","10540","Penumbra","Umbra",2146.385
28 Mar 2023 20:34:36.399,28 Mar 2023 21:10:06.011,2129.612,"Earth","10540","10540","Umbra","Umbra",2146.385
28 Mar 2023 21:10:06.011,28 Mar 2023 21:10:14.406,8.395,"Earth","10540","10540","Penumbra","Umbra",2146.385
28 Mar 2023 22:08:40.765,28 Mar 2023 22:08:49.142,8.377,"Earth","10541","10541","Penumbra","Umbra",2146.385
28 Mar 2023 22:08:49.142,28 Mar 2023 22:44:18.755,2129.613,"Earth","10541","10541","Umbra","Umbra",2146.385
28 Mar 2023 22:44:18.755,28 Mar 2023 22:44:27.149,8.394,"Earth","10541","10541","Penumbra","Umbra",2146.385
28 Mar 2023 23:42:53.508,28 Mar 2023 23:43:01.885,8.377,"Earth","10542","10542","Penumbra","Umbra",2146.387
28 Mar 2023 23:43:01.885,29 Mar 2023 00:18:31.500,2129.616,"Earth","10542","10542","Umbra","Umbra",2146.387
29 Mar 2023 00:18:31.500,29 Mar 2023 00:18:39.895,8.394,"Earth","10542","10542","Penumbra","Umbra",2146.387
29 Mar 2023 01:17:06.248,29 Mar 2023 01:17:14.628,8.380,"Earth","10543","10543","Penumbra","Umbra",2146.391
29 Mar 2023 01:17:14.628,29 Mar 2023 01:52:44.245,2129.617,"Earth","10543","10543","Umbra","Umbra",2146.391
29 Mar 2023 01:52:44.245,29 Mar 2023 01:52:52.639,8.394,"Earth","10543","10543","Penumbra","Umbra",2146.391
29 Mar 2023 02:51:18.995,29 Mar 2023 02:51:27.374,8.380,"Earth","10544","10544","Penumbra","Umbra",2146.391
29 Mar 2023 02:51:27.374,29 Mar 2023 03:26:56.990,2129.615,"Earth","10544","10544","Umbra","Umbra",2146.391
29 Mar 2023 03:26:56.990,29 Mar 2023 03:27:05.386,8.396,"Earth","10544","10544","Penumbra","Umbra",2146.391
29 Mar 2023 04:25:31.738,29 Mar 2023 04:25:40.117,8.379,"Earth","10545","10545","Penumbra","Umbra",2146.392
29 Mar 2023 04:25:40.117,29 Mar 2023 05:01:09.734,2129.617,"Earth","10545","10545","Umbra","Umbra",2146.392
29 Mar 2023 05:01:09.734,29 Mar 2023 05:01:18.130,8.396,"Earth","10545","10545","Penumbra","Umbra",2146.392
29 Mar 2023 05:59:44.481,29 Mar 2023 05:59:52.857,8.376,"Earth","10546","10546","Penumbra","Umbra",2146.393
29 Mar 2023 05:59:52.857,29 Mar 2023 06:35:22.480,2129.624,"Earth","10546","10546","Umbra","Umbra",2146.393
29 Mar 2023 06:35:22.480,29 Mar 2023 06:35:30.874,8.394,"Earth","10546","10546","Penumbra","Umbra",2146.393
29 Mar 2023 07:33:57.220,29 Mar 2023 07:34:05.600,8.379,"Earth","10547","10547","Penumbra","Umbra",2146.396
29 Mar 2023 07:34:05.600,29 Mar 2023 08:09:35.223,2129.623,"Earth","10547","10547","Umbra","Umbra",2146.396
29 Mar 2023 08:09:35.223,29 Mar 2023 08:09:43.617,8.394,"Earth","10547","10547","Penumbra","Umbra",2146.396
29 Mar 2023 09:08:09.963,29 Mar 2023 09:08:18.346,8.382,"Earth","10548","10548","Penumbra","Umbra",2146.400
29 Mar 2023 09:08:18.346,29 Mar 2023 09:43:47.967,2129.621,"Earth","10548","10548","Umbra","Umbra",2146.400
29 Mar 2023 09:43:47.967,29 Mar 2023 09:43:56.363,8.396,"Earth","10548","10548","Penumbra","Umbra",2146.400
29 Mar 2023 10:42:22.710,29 Mar 2023 10:42:31.088,8.379,"Earth","10549","10549","Penumbra","Umbra",2146.395
29 Mar 2023 10:42:31.088,29 Mar 2023 11:18:00.711,2129.623,"Earth","10549","10549","Umbra","Umbra",2146.395
29 Mar 2023 11:18:00.711,29 Mar 2023 11:18:09.105,8.394,"Earth","10549","10549","Penumbra","Umbra",2146.395
29 Mar 2023 12:16:35.450,29 Mar 2023 12:16:43.828,8.377,"Earth","10550","10550","Penumbra","Umbra",2146.401
29 Mar 2023 12:16:43.828,29 Mar 2023 12:52:13.458,2129.630,"Earth","10550","10550","Umbra","Umbra",2146.401
29 Mar 2023 12:52:13.458,29 Mar 2023 12:52:21.851,8.394,"Earth","10550","10550","Penumbra","Umbra",2146.401
29 Mar 2023 13:50:48.195,29 Mar 2023 13:50:56.574,8.378,"Earth","10551","10551","Penumbra","Umbra",2146.400
29 Mar 2023 13:50:56.574,29 Mar 2023 14:26:26.202,2129.628,"Earth","10551","10551","Umbra","Umbra",2146.400
29 Mar 2023 14:26:26.202,29 Mar 2023 14:26:34.595,8.394,"Earth","10551","10551","Penumbra","Umbra",2146.400
29 Mar 2023 15:25:00.935,29 Mar 2023 15:25:09.316,8.381,"Earth","10552","10552","Penumbra","Umbra",2146.405
29 Mar 2023 15:25:09.316,29 Mar 2023 16:00:38.946,2129.630,"Earth","10552","10552","Umbra","Umbra",2146.405
29 Mar 2023 16:00:38.946,29 Mar 2023 16:00:47.339,8.393,"Earth","10552","10552","Penumbra","Umbra",2146.405
29 Mar 2023 16:59:13.681,29 Mar 2023 16:59:22.055,8.374,"Earth","10553","10553","Penumbra","Umbra",2146.403
29 Mar 2023 16:59:22.055,29 Mar 2023 17:34:51.687,2129.632,"Earth","10553","10553","Umbra","Umbra",2146.403
29 Mar 2023 17:34:51.687,29 Mar 2023 17:35:00.083,8.397,"Earth","10553","10553","Penumbra","Umbra",2146.403
29 Mar 2023 18:33:26.423,29 Mar 2023 18:33:34.801,8.377,"Earth","10554","10554","Penumbra","Umbra",2146.404
29 Mar 2023 18:33:34.801,29 Mar 2023 19:09:04.433,2129.632,"Earth","10554","10554","Umbra","Umbra",2146.404
29 Mar 2023 19:09:04.433,29 Mar 2023 19:09:12.827,8.394,"Earth","10554","10554","Penumbra","Umbra",2146.404
29 Mar 2023 20:07:39.166,29 Mar 2023 20:07:47.543,8.377,"Earth","10555","10555","Penumbra","Umbra",2146.402
29 Mar 2023 20:07:47.543,29 Mar 2023 20:43:17.178,2129.635,"Earth","10555","10555","Umbra","Umbra",2146.402
29 Mar 2023 20:43:17.178,29 Mar 2023 20:43:25.567,8.389,"Earth","10555","10555","Penumbra","Umbra",2146.402
29 Mar 2023 21:41:51.908,29 Mar 2023 21:42:00.282,8.374,"Earth","10556","10556","Penumbra","Umbra",2146.403
29 Mar 2023 21:42:00.282,29 Mar 2023 22:17:29.918,2129.636,"Earth","10556","10556","Umbra","Umbra",2146.403
29 Mar 2023 22:17:29.918,29 Mar 2023 22:17:38.311,8.393,"Earth","10556","10556","Penumbra","Umbra",2146.403
29 Mar 2023 23:16:04.650,29 Mar 2023 23:16:13.024,8.374,"Earth","10557","10557","Penumbra","Umbra",2146.404
29 Mar 2023 23:16:13.024,29 Mar 2023 23:51:42.661,2129.638,"Earth","10557","10557","Umbra","Umbra",2146.404
29 Mar 2023 23:51:42.661,29 Mar 2023 23:51:51.054,8.393,"Earth","10557","10557","Penumbra","Umbra",2146.404
30 Mar 2023 00:50:17.389,30 Mar 2023 00:50:25.769,8.380,"Earth","10558","10558","Penumbra","Umbra",2146.411
30 Mar 2023 00:50:25.769,30 Mar 2023 01:25:55.405,2129.636,"Earth","10558","10558","Umbra","Umbra",2146.411
30 Mar 2023 01:25:55.405,30 Mar 2023 01:26:03.801,8.396,"Earth","10558","10558","Penumbra","Umbra",2146.411
30 Mar 2023 02:24:30.131,30 Mar 2023 02:24:38.511,8.379,"Earth","10559","10559","Penumbra","Umbra",2146.410
30 Mar 2023 02:24:38.511,30 Mar 2023 03:00:08.148,2129.638,"Earth","10559","10559","Umbra","Umbra",2146.410
30 Mar 2023 03:00:08.148,30 Mar 2023 03:00:16.541,8.393,"Earth","10559","10559","Penumbra","Umbra",2146.410
30 Mar 2023 03:58:42.876,30 Mar 2023 03:58:51.253,8.376,"Earth","10560","10560","Penumbra","Umbra",2146.411
30 Mar 2023 03:58:51.253,30 Mar 2023 04:34:20.895,2129.642,"Earth","10560","10560","Umbra","Umbra",2146.411
30 Mar 2023 04:34:20.895,30 Mar 2023 04:34:29.287,8.393,"Earth","10560","10560","Penumbra","Umbra",2146.411
30 Mar 2023 05:32:55.618,30 Mar 2023 05:33:03.991,8.372,"Earth","10561","10561","Penumbra","Umbra",2146.412
30 Mar 2023 05:33:03.991,30 Mar 2023 06:08:33.635,2129.644,"Earth","10561","10561","Umbra","Umbra",2146.412
30 Mar 2023 06:08:33.635,30 Mar 2023 06:08:42.031,8.396,"Earth","10561","10561","Penumbra","Umbra",2146.412
30 Mar 2023 07:07:08.360,30 Mar 2023 07:07:16.736,8.376,"Earth","10562","10562","Penumbra","Umbra",2146.414
30 Mar 2023 07:07:16.736,30 Mar 2023 07:42:46.381,2129.645,"Earth","10562","10562","Umbra","Umbra",2146.414
30 Mar 2023 07:42:46.381,30 Mar 2023 07:42:54.774,8.392,"Earth","10562","10562","Penumbra","Umbra",2146.414
30 Mar 2023 08:41:21.102,30 Mar 2023 08:41:29.477,8.375,"Earth","10563","10563","Penumbra","Umbra",2146.414
30 Mar 2023 08:41:29.477,30 Mar 2023 09:16:59.125,2129.647,"Earth","10563","10563","Umbra","Umbra",2146.414
30 Mar 2023 09:16:59.125,30 Mar 2023 09:17:07.516,8.391,"Earth","10563","10563","Penumbra","Umbra",2146.414
30 Mar 2023 10:15:33.844,30 Mar 2023 10:15:42.219,8.375,"Earth","10564","10564","Penumbra","Umbra",2146.413
30 Mar 2023 10:15:42.219,30 Mar 2023 10:51:11.868,2129.649,"Earth","10564","10564","Umbra","Umbra",2146.413
30 Mar 2023 10:51:11.868,30 Mar 2023 10:51:20.256,8.389,"Earth","10564","10564","Penumbra","Umbra",2146.413
30 Mar 2023 11:49:46.585,30 Mar 2023 11:49:54.960,8.375,"Earth","10565","10565","Penumbra","Umbra",2146.414
30 Mar 2023 11:49:54.960,30 Mar 2023 12:25:24.607,2129.647,"Earth","10565","10565","Umbra","Umbra",2146.414
30 Mar 2023 12:25:24.607,30 Mar 2023 12:25:32.999,8.392,"Earth","10565","10565","Penumbra","Umbra",2146.414
30 Mar 2023 13:23:59.327,30 Mar 2023 13:24:07.701,8.375,"Earth","10566","10566","Penumbra","Umbra",2146.415
30 Mar 2023 13:24:07.701,30 Mar 2023 13:59:37.352,2129.651,"Earth","10566","10566","Umbra","Umbra",2146.415
30 Mar 2023 13:59:37.352,30 Mar 2023 13:59:45.742,8.390,"Earth","10566","10566","Penumbra","Umbra",2146.415
30 Mar 2023 14:58:12.068,30 Mar 2023 14:58:20.443,8.375,"Earth","10567","10567","Penumbra","Umbra",2146.419
30 Mar 2023 14:58:20.443,30 Mar 2023 15:33:50.093,2129.650,"Earth","10567","10567","Umbra","Umbra",2146.419
30 Mar 2023 15:33:50.093,30 Mar 2023 15:33:58.487,8.394,"Earth","10567","10567","Penumbra","Umbra",2146.419
30 Mar 2023 16:32:24.809,30 Mar 2023 16:32:33.184,8.374,"Earth","10568","10568","Penumbra","Umbra",2146.418
30 Mar 2023 16:32:33.184,30 Mar 2023 17:08:02.835,2129.652,"Earth","10568","10568","Umbra","Umbra",2146.418
30 Mar 2023 17:08:02.835,30 Mar 2023 17:08:11.227,8.392,"Earth","10568","10568","Penumbra","Umbra",2146.418
30 Mar 2023 18:06:37.551,30 Mar 2023 18:06:45.924,8.373,"Earth","10569","10569","Penumbra","Umbra",2146.419
30 Mar 2023 18:06:45.924,30 Mar 2023 18:42:15.578,2129.654,"Earth","10569","10569","Umbra","Umbra",2146.419
30 Mar 2023 18:42:15.578,30 Mar 2023 18:42:23.970,8.392,"Earth","10569","10569","Penumbra","Umbra",2146.419
30 Mar 2023 19:40:50.291,30 Mar 2023 19:40:58.663,8.373,"Earth","10570","10570","Penumbra","Umbra",2146.424
30 Mar 2023 19:40:58.663,30 Mar 2023 20:16:28.323,2129.660,"Earth","10570","10570","Umbra","Umbra",2146.424
30 Mar 2023 20:16:28.323,30 Mar 2023 20:16:36.714,8.392,"Earth","10570","10570","Penumbra","Umbra",2146.424
30 Mar 2023 21:15:03.032,30 Mar 2023 21:15:11.404,8.372,"Earth","10571","10571","Penumbra","Umbra",2146.422
30 Mar 2023 21:15:11.404,30 Mar 2023 21:50:41.065,2129.661,"Earth","10571","10571","Umbra","Umbra",2146.422
30 Mar 2023 21:50:41.065,30 Mar 2023 21:50:49.454,8.389,"Earth","10571","10571","Penumbra","Umbra",2146.422
30 Mar 2023 22:49:15.771,30 Mar 2023 22:49:24.145,8.373,"Earth","10572","10572","Penumbra","Umbra",2146.425
30 Mar 2023 22:49:24.145,30 Mar 2023 23:24:53.805,2129.660,"Earth","10572","10572","Umbra","Umbra",2146.425
30 Mar 2023 23:24:53.805,30 Mar 2023 23:25:02.197,8.391,"Earth","10572","10572","Penumbra","Umbra",2146.425
31 Mar 2023 00:23:28.512,31 Mar 2023 00:23:36.886,8.373,"Earth","10573","10573","Penumbra","Umbra",2146.426
31 Mar 2023 00:23:36.886,31 Mar 2023 00:59:06.550,2129.664,"Earth","10573","10573","Umbra","Umbra",2146.426
31 Mar 2023 00:59:06.550,31 Mar 2023 00:59:14.939,8.389,"Earth","10573","10573","Penumbra","Umbra",2146.426
31 Mar 2023 01:57:41.253,31 Mar 2023 01:57:49.628,8.375,"Earth","10574","10574","Penumbra","Umbra",2146.428
31 Mar 2023 01:57:49.628,31 Mar 2023 02:33:19.290,2129.662,"Earth","10574","10574","Umbra","Umbra",2146.428
31 Mar 2023 02:33:19.290,31 Mar 2023 02:33:27.681,8.391,"Earth","10574","10574","Penumbra","Umbra",2146.428
31 Mar 2023 03:31:53.995,31 Mar 2023 03:32:02.367,8.371,"Earth","10575","10575","Penumbra","Umbra",2146.427
31 Mar 2023 03:32:02.367,31 Mar 2023 04:07:32.032,2129.665,"Earth","10575","10575","Umbra","Umbra",2146.427
31 Mar 2023 04:07:32.032,31 Mar 2023 04:07:40.423,8.391,"Earth","10575","10575","Penumbra","Umbra",2146.427
31 Mar 2023 05:06:06.737,31 Mar 2023 05:06:15.109,8.372,"Earth","10576","10576","Penumbra","Umbra",2146.428
31 Mar 2023 05:06:15.109,31 Mar 2023 05:41:44.776,2129.668,"Earth","10576","10576","Umbra","Umbra",2146.428
31 Mar 2023 05:41:44.776,31 Mar 2023 05:41:53.165,8.389,"Earth","10576","10576","Penumbra","Umbra",2146.428
31 Mar 2023 06:40:19.474,31 Mar 2023 06:40:27.847,8.373,"Earth","10577","10577","Penumbra","Umbra",2146.432
31 Mar 2023 06:40:27.847,31 Mar 2023 07:15:57.516,2129.668,"Earth","10577","10577","Umbra","Umbra",2146.432
31 Mar 2023 07:15:57.516,31 Mar 2023 07:16:05.906,8.391,"Earth","10577","10577","Penumbra","Umbra",2146.432
31 Mar 2023 08:14:32.217,31 Mar 2023 08:14:40.587,8.370,"Earth","10578","10578","Penumbra","Umbra",2146.431
31 Mar 2023 08:14:40.587,31 Mar 2023 08:50:10.257,2129.671,"Earth","10578","10578","Umbra","Umbra",2146.431
31 Mar 2023 08:50:10.257,31 Mar 2023 08:50:18.648,8.391,"Earth","10578","10578","Penumbra","Umbra",2146.431
31 Mar 2023 09:48:44.957,31 Mar 2023 09:48:53.327,8.370,"Earth","10579","10579","Penumbra","Umbra",2146.433
31 Mar 2023 09:48:53.327,31 Mar 2023 10:24:23.002,2129.674,"Earth","10579","10579","Umbra","Umbra",2146.433
31 Mar 2023 10:24:23.002,31 Mar 2023 10:24:31.390,8.388,"Earth","10579","10579","Penumbra","Umbra",2146.433
31 Mar 2023 11:22:57.697,31 Mar 2023 11:23:06.069,8.372,"Earth","10580","10580","Penumbra","Umbra",2146.434
31 Mar 2023 11:23:06.069,31 Mar 2023 11:58:35.741,2129.672,"Earth","10580","10580","Umbra","Umbra",2146.434
31 Mar 2023 11:58:35.741,31 Mar 2023 11:58:44.131,8.391,"Earth","10580","10580","Penumbra","Umbra",2146.434
31 Mar 2023 12:57:10.437,31 Mar 2023 12:57:18.811,8.374,"Earth","10581","10581","Penumbra","Umbra",2146.436
31 Mar 2023 12:57:18.811,31 Mar 2023 13:32:48.482,2129.671,"Earth","10581","10581","Umbra","Umbra",2146.436
31 Mar 2023 13:32:48.482,31 Mar 2023 13:32:56.873,8.391,"Earth","10581","10581","Penumbra","Umbra",2146.436
31 Mar 2023 14:31:23.179,31 Mar 2023 14:31:31.548,8.369,"Earth","10582","10582","Penumbra","Umbra",2146.435
31 Mar 2023 14:31:31.548,31 Mar 2023 15:07:01.224,2129.675,"Earth","10582","10582","Umbra","Umbra",2146.435
31 Mar 2023 15:07:01.224,31 Mar 2023 15:07:09.614,8.390,"Earth","10582","10582","Penumbra","Umbra",2146.435
31 Mar 2023 16:05:35.919,31 Mar 2023 16:05:44.288,8.369,"Earth","10583","10583","Penumbra","Umbra",2146.437
31 Mar 2023 16:05:44.288,31 Mar 2023 16:41:13.965,2129.677,"Earth","10583","10583","Umbra","Umbra",2146.437
31 Mar 2023 16:41:13.965,31 Mar 2023 16:41:22.356,8.390,"Earth","10583","10583","Penumbra","Umbra",2146.437
31 Mar 2023 17:39:48.659,31 Mar 2023 17:39:57.028,8.369,"Earth","10584","10584","Penumbra","Umbra",2146.438
31 Mar 2023 17:39:57.028,31 Mar 2023 18:15:26.706,2129.679,"Earth","10584","10584","Umbra","Umbra",2146.438
31 Mar 2023 18:15:26.706,31 Mar 2023 18:15:35.097,8.390,"Earth","10584","10584","Penumbra","Umbra",2146.438
31 Mar 2023 19:14:01.397,31 Mar 2023 19:14:09.767,8.371,"Earth","10585","10585","Penumbra","Umbra",2146.441
31 Mar 2023 19:14:09.767,31 Mar 2023 19:49:39.448,2129.681,"Earth","10585","10585","Umbra","Umbra",2146.441
31 Mar 2023 19:49:39.448,31 Mar 2023 19:49:47.838,8.390,"Earth","10585","10585","Penumbra","Umbra",2146.441
31 Mar 2023 20:48:14.138,31 Mar 2023 20:48:22.508,8.370,"Earth","10586","10586","Penumbra","Umbra",2146.441
31 Mar 2023 20:48:22.508,31 Mar 2023 21:23:52.189,2129.680,"Earth","10586","10586","Umbra","Umbra",2146.441
31 Mar 2023 21:23:52.189,31 Mar 2023 21:24:00.579,8.390,"Earth","10586","10586","Penumbra","Umbra",2146.441
31 Mar 2023 22:22:26.878,31 Mar 2023 22:22:35.248,8.370,"Earth","10587","10587","Penumbra","Umbra",2146.442
31 Mar 2023 22:22:35.248,31 Mar 2023 22:58:04.930,2129.682,"Earth","10587","10587","Umbra","Umbra",2146.442
31 Mar 2023 22:58:04.930,31 Mar 2023 22:58:13.320,8.390,"Earth","10587","10587","Penumbra","Umbra",2146.442
31 Mar 2023 23:56:39.615,31 Mar 2023 23:56:47.987,8.372,"Earth","10588","10588","Penumbra","Umbra",200.385
31 Mar 2023 23:56:47.987,1 Apr 2023 00:00:00.000,192.013,"Earth","10588","10588","Umbra","Umbra",200.385

