"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
105,14 Mar 2023 04:44:34.364,14 Mar 2023 04:47:42.088,187.724
106,14 Mar 2023 06:17:25.959,14 Mar 2023 06:20:48.191,202.232
107,14 Mar 2023 07:50:20.132,14 Mar 2023 07:54:11.315,231.183
108,14 Mar 2023 09:23:52.847,14 Mar 2023 09:27:34.954,222.107
109,14 Mar 2023 10:59:03.669,14 Mar 2023 11:00:13.644,69.974
110,14 Mar 2023 23:38:03.265,14 Mar 2023 23:40:58.975,175.710
111,15 Mar 2023 01:11:16.010,15 Mar 2023 01:15:10.466,234.456
112,15 Mar 2023 02:44:41.758,15 Mar 2023 02:48:21.414,219.656
113,15 Mar 2023 04:17:58.922,15 Mar 2023 04:21:10.069,191.147
114,15 Mar 2023 05:50:55.335,15 Mar 2023 05:54:09.857,194.522
115,15 Mar 2023 07:23:45.132,15 Mar 2023 07:27:29.573,224.441
116,15 Mar 2023 08:57:03.162,15 Mar 2023 09:00:55.044,231.882
117,15 Mar 2023 10:31:30.598,15 Mar 2023 10:34:00.840,150.242
118,15 Mar 2023 23:11:37.259,15 Mar 2023 23:13:41.936,124.677
119,16 Mar 2023 00:44:35.326,16 Mar 2023 00:48:23.947,228.620
120,16 Mar 2023 02:18:00.243,16 Mar 2023 02:21:47.852,227.609
121,16 Mar 2023 03:51:21.581,16 Mar 2023 03:54:39.144,197.563
122,16 Mar 2023 05:24:24.034,16 Mar 2023 05:27:33.303,189.269
123,16 Mar 2023 06:57:12.463,16 Mar 2023 07:00:48.310,215.847
124,16 Mar 2023 08:30:18.773,16 Mar 2023 08:34:13.937,235.164
125,16 Mar 2023 10:04:20.127,16 Mar 2023 10:07:30.338,190.210
126,17 Mar 2023 00:17:56.176,17 Mar 2023 00:21:31.668,215.492
127,17 Mar 2023 01:51:18.419,17 Mar 2023 01:55:11.611,233.192
128,17 Mar 2023 03:24:42.579,17 Mar 2023 03:28:08.559,205.981
129,17 Mar 2023 04:57:51.362,17 Mar 2023 05:00:58.685,187.323
130,17 Mar 2023 06:30:41.276,17 Mar 2023 06:34:07.920,206.644
131,17 Mar 2023 08:03:38.758,17 Mar 2023 08:07:32.233,233.475
132,17 Mar 2023 09:37:20.022,17 Mar 2023 09:40:54.192,214.170
133,17 Mar 2023 23:51:19.751,17 Mar 2023 23:54:32.181,192.430
134,18 Mar 2023 01:24:36.693,18 Mar 2023 01:28:31.883,235.189
135,18 Mar 2023 02:58:02.277,18 Mar 2023 03:01:37.443,215.166
136,18 Mar 2023 04:31:16.887,18 Mar 2023 04:34:25.889,189.001
137,18 Mar 2023 06:04:10.683,18 Mar 2023 06:07:28.808,198.124
138,18 Mar 2023 07:37:02.287,18 Mar 2023 07:40:50.403,228.116
139,18 Mar 2023 09:10:27.268,18 Mar 2023 09:14:15.194,227.927
140,18 Mar 2023 10:45:12.177,18 Mar 2023 10:47:11.565,119.387
141,18 Mar 2023 23:24:48.645,18 Mar 2023 23:27:22.671,154.026
142,19 Mar 2023 00:57:55.519,19 Mar 2023 01:01:47.849,232.330
